,Player,Season,Team,Pos,Total Tackles,Solo Tackles,Assisted Tackles,Sacks,Sack Yards,Passes Defended,Interceptions Caught,Interception Yards,Interceptions Returned for Tds,Forced Fumbles,Fumbles Recovered,Fumbles Recovered For Tds,Fumbles Recovered For a Turnover
1771,Eric Kendricks,2020,MIN,LB,,,,,36.0,,,,,,,,
1772,Eric Kendricks,2020,MIN,LB,,,,5.0,,,,,,,,,
1773,Eric Kendricks,2020,MIN,LB,,,62.0,,,,,,,,,,
1774,Eric Kendricks,2020,MIN,LB,,81.0,,,,,,,,,,,
1775,Eric Kendricks,2020,MIN,LB,143.0,,,,,,,,,,,,
1776,Nick Vigil,2020,MIN,LB,,,,,,,,,1.0,,,,
1777,Nick Vigil,2020,MIN,LB,,,,,,,,38.0,,,,,
1778,Nick Vigil,2020,MIN,LB,,,39.0,,,,,,,,,,
1779,Nick Vigil,2020,MIN,LB,83.0,,,,,,,,,,,,
1780,Ja'Whaun Bentley,2020,NE,LB,,,,,,,,,,3.0,,,
1781,Ja'Whaun Bentley,2020,NE,LB,,,41.0,,,,,,,,,,
1782,Ja'Whaun Bentley,2020,NE,LB,,69.0,,,,,,,,,,,
1783,Ja'Whaun Bentley,2020,NE,LB,110.0,,,,,,,,,,,,
1784,Jamie Collins Sr.,2020,NE,LB,,,,,,,,,,,1.0,,
1785,Kyle Van Noy,2020,NE,LB,,,,,,,,,,,1.0,,
1786,Kyle Van Noy,2020,NE,LB,,,,,,,,,,2.0,,,
1787,Kyle Van Noy,2020,NE,LB,,,,,,,,,1.0,,,,
1788,Kyle Van Noy,2020,NE,LB,,,,,,,,35.0,,,,,
1789,Kyle Van Noy,2020,NE,LB,,,,,,10.0,,,,,,,
1790,Kyle Van Noy,2020,NE,LB,,,,,37.0,,,,,,,,
1791,Kyle Van Noy,2020,NE,LB,,,,5.0,,,,,,,,,
1792,Matthew Judon,2020,NE,LB,,,,,,,,,,,1.0,,
1793,Matthew Judon,2020,NE,LB,,,,,85.0,,,,,,,,
1794,Matthew Judon,2020,NE,LB,,,,12.5,,,,,,,,,
1795,Demario Davis,2020,NO,LB,,,,,,7.0,,,,,,,
1796,Demario Davis,2020,NO,LB,,,35.0,,,,,,,,,,
1797,Demario Davis,2020,NO,LB,,70.0,,,,,,,,,,,
1798,Demario Davis,2020,NO,LB,105.0,,,,,,,,,,,,
1799,Justin March-Lillard,2020,NO,LB,,,,,,,,,,,,0.0,
1800,Azeez Ojulari,2020,NYG,LB,,,,,53.0,,,,,,,,
1801,Azeez Ojulari,2020,NYG,LB,,,,8.0,,,,,,,,,
1802,Jaylon Smith,2020,NYG,LB,,,,,,,,,,,,0.0,
1803,Lorenzo Carter,2020,NYG,LB,,,,,,,,,,2.0,,,
1804,Lorenzo Carter,2020,NYG,LB,,,,5.0,,,,,,,,,
1805,Reggie Ragland,2020,NYG,LB,,,,,,,,,,,1.0,,
1806,Reggie Ragland,2020,NYG,LB,,,,,,,,,0.0,,,,
1807,Tae Crowder,2020,NYG,LB,,,,,,,,26.0,,,,,
1808,Tae Crowder,2020,NYG,LB,,,,,,,2.0,,,,,,
1809,Tae Crowder,2020,NYG,LB,,,66.0,,,,,,,,,,
1810,Tae Crowder,2020,NYG,LB,,64.0,,,,,,,,,,,
1811,Tae Crowder,2020,NYG,LB,130.0,,,,,,,,,,,,
1812,C.J. Mosley,2020,NYJ,LB,,,,,,,,,,2.0,,,
1813,C.J. Mosley,2020,NYJ,LB,,,,,34.0,,,,,,,,
1814,C.J. Mosley,2020,NYJ,LB,,,65.0,,,,,,,,,,
1815,C.J. Mosley,2020,NYJ,LB,,103.0,,,,,,,,,,,
1816,C.J. Mosley,2020,NYJ,LB,168.0,,,,,,,,,,,,
1817,Del'Shawn Phillips,2020,NYJ,LB,,,,,,,,,,,1.0,,
1818,Quincy Williams,2020,NYJ,LB,,,,,,,,,,3.0,,,
1819,Quincy Williams,2020,NYJ,LB,,,37.0,,,,,,,,,,
1820,Quincy Williams,2020,NYJ,LB,,70.0,,,,,,,,,,,
1821,Quincy Williams,2020,NYJ,LB,107.0,,,,,,,,,,,,
1822,Alex Singleton,2020,PHI,LB,,,,,,,,,1.0,,,,
1823,Alex Singleton,2020,PHI,LB,,,,,,,,29.0,,,,,
1824,Alex Singleton,2020,PHI,LB,,,60.0,,,,,,,,,,
1825,Alex Singleton,2020,PHI,LB,,86.0,,,,,,,,,,,
1826,Alex Singleton,2020,PHI,LB,146.0,,,,,,,,,,,,
1827,Davion Taylor,2020,PHI,LB,,,,,,,,,,2.0,,,
1828,T.J. Edwards,2020,PHI,LB,,,,,,,,,,,1.0,,
1829,T.J. Edwards,2020,PHI,LB,,,65.0,,,,,,,,,,
1830,T.J. Edwards,2020,PHI,LB,,66.0,,,,,,,,,,,
1831,T.J. Edwards,2020,PHI,LB,131.0,,,,,,,,,,,,
1832,Alex Highsmith,2020,PIT,LB,,,,,46.0,,,,,,,,
1833,Alex Highsmith,2020,PIT,LB,,,,7.0,,,,,,,,,
1834,Joe Schobert,2020,PIT,LB,,,,,,,,23.0,,,,,
1835,Joe Schobert,2020,PIT,LB,,,43.0,,,,,,,,,,
1836,Joe Schobert,2020,PIT,LB,,71.0,,,,,,,,,,,
1837,Joe Schobert,2020,PIT,LB,114.0,,,,,,,,,,,,
1838,T.J. Watt,2020,PIT,LB,,,,,,,,,,,,1.0,
1839,T.J. Watt,2020,PIT,LB,,,,,,,,,,,4.0,,
1840,T.J. Watt,2020,PIT,LB,,,,,,,,,,5.0,,,
1841,T.J. Watt,2020,PIT,LB,,,,,,8.0,,,,,,,
1842,T.J. Watt,2020,PIT,LB,,,,,126.0,,,,,,,,
1843,T.J. Watt,2020,PIT,LB,,,,23.5,,,,,,,,,
1844,Bobby Wagner,2020,SEA,LB,,,77.0,,,,,,,,,,
1845,Bobby Wagner,2020,SEA,LB,,93.0,,,,,,,,,,,
1846,Bobby Wagner,2020,SEA,LB,170.0,,,,,,,,,,,,
1847,Jordyn Brooks,2020,SEA,LB,,,,,,,,,,,1.0,,
1848,Jordyn Brooks,2020,SEA,LB,,,75.0,,,,,,,,,,
1849,Jordyn Brooks,2020,SEA,LB,,108.0,,,,,,,,,,,
1850,Jordyn Brooks,2020,SEA,LB,183.0,,,,,,,,,,,,
1851,Azeez Al-Shaair,2020,SF,LB,,,,,,,,,,,2.0,,
1852,Azeez Al-Shaair,2020,SF,LB,,,,,,,,24.0,,,,,
1853,Azeez Al-Shaair,2020,SF,LB,,,50.0,,,,,,,,,,
1854,Azeez Al-Shaair,2020,SF,LB,,65.0,,,,,,,,,,,
1855,Azeez Al-Shaair,2020,SF,LB,115.0,,,,,,,,,,,,
1856,Dre Greenlaw,2020,SF,LB,,,,,,,,,1.0,,,,
1857,Dre Greenlaw,2020,SF,LB,,,,,,,,39.0,,,,,
1858,Fred Warner,2020,SF,LB,,,,,,,,,,,3.0,,
1859,Fred Warner,2020,SF,LB,,,,,,,,,,2.0,,,
1860,Fred Warner,2020,SF,LB,,,66.0,,,,,,,,,,
1861,Fred Warner,2020,SF,LB,,92.0,,,,,,,,,,,
1862,Fred Warner,2020,SF,LB,158.0,,,,,,,,,,,,
1863,Anthony Nelson,2020,TB,LB,,,,,,,,,,,1.0,,
1864,Anthony Nelson,2020,TB,LB,,,,,45.0,,,,,,,,
1865,Anthony Nelson,2020,TB,LB,,,,5.0,,,,,,,,,
1866,Devin White,2020,TB,LB,,,,,,,,,,,1.0,,
1867,Devin White,2020,TB,LB,,,47.0,,,,,,,,,,
1868,Devin White,2020,TB,LB,,94.0,,,,,,,,,,,
1869,Devin White,2020,TB,LB,141.0,,,,,,,,,,,,
1870,Joe Tryon-Shoyinka,2020,TB,LB,,,,4.0,,,,,,,,,
1871,Kevin Minter,2020,TB,LB,,,,,,,,,0.0,,,,
1872,Lavonte David,2020,TB,LB,,,,,,,,,,,2.0,,
1873,Lavonte David,2020,TB,LB,,,,,,,,,,2.0,,,
1874,Lavonte David,2020,TB,LB,,,38.0,,,,,,,,,,
1875,Lavonte David,2020,TB,LB,,72.0,,,,,,,,,,,
1876,Lavonte David,2020,TB,LB,110.0,,,,,,,,,,,,
1877,Shaquil Barrett,2020,TB,LB,,,,,,,,,,,2.0,,
1878,Shaquil Barrett,2020,TB,LB,,,,,,,,,,3.0,,,
1879,Shaquil Barrett,2020,TB,LB,,,,,,,2.0,,,,,,
1880,Shaquil Barrett,2020,TB,LB,,,,,59.0,,,,,,,,
1881,Shaquil Barrett,2020,TB,LB,,,,10.0,,,,,,,,,
1882,Bud Dupree,2020,TEN,LB,,,,,39.0,,,,,,,,
1883,David Long Jr.,2020,TEN,LB,,,,,,,2.0,,,,,,
1884,David Long Jr.,2020,TEN,LB,,,31.0,,,,,,,,,,
1885,David Long Jr.,2020,TEN,LB,83.0,,,,,,,,,,,,
1886,Harold Landry III,2020,TEN,LB,,,,,92.0,,,,,,,,
1887,Harold Landry III,2020,TEN,LB,,,,13.5,,,,,,,,,
1888,Harold Landry III,2020,TEN,LB,,54.0,,,,,,,,,,,
1889,Rashaan Evans,2020,TEN,LB,,,,,,,,,,,,0.0,
1890,Rashaan Evans,2020,TEN,LB,,,,,,,,,,1.0,,,
1891,Rashaan Evans,2020,TEN,LB,,,,,,,2.0,,,,,,
1892,Zach Cunningham,2020,TEN,LB,,,44.0,,,,,,,,,,
1893,Zach Cunningham,2020,TEN,LB,,58.0,,,,,,,,,,,
1894,Zach Cunningham,2020,TEN,LB,102.0,,,,,,,,,,,,
1895,Cole Holcomb,2020,WSH,LB,,,,,,,,,,2.0,,,
1896,Cole Holcomb,2020,WSH,LB,,,,,,,,,1.0,,,,
1897,Cole Holcomb,2020,WSH,LB,,,,,,,,54.0,,,,,
1898,Cole Holcomb,2020,WSH,LB,,,,,,,2.0,,,,,,
1899,Cole Holcomb,2020,WSH,LB,,,59.0,,,,,,,,,,
1900,Cole Holcomb,2020,WSH,LB,,83.0,,,,,,,,,,,
1901,Cole Holcomb,2020,WSH,LB,142.0,,,,,,,,,,,,
1902,David Mayo,2020,WSH,LB,,,,,,,,,,,1.0,,
1903,Leighton Vander Esch,2020,,LB,,,,,,,,,0.0,,,,
1904,Leighton Vander Esch,2020,,LB,,,37.0,,,,,,,,,,
1905,Leighton Vander Esch,2020,,LB,90.0,,,,,,,,,,,,
1906,Micah Parsons,2020,,LB,,,,,,,,,,3.0,,,
1907,Micah Parsons,2020,,LB,,,,,120.0,,,,,,,,
1908,Micah Parsons,2020,,LB,,,,13.0,,,,,,,,,
1909,Micah Parsons,2020,,LB,,67.0,,,,,,,,,,,
1910,Micah Parsons,2020,,LB,93.0,,,,,,,,,,,,
1911,Ben Niemann,2021,ARI,LB,,,32.0,,,,,,,,,,
1912,Dennis Gardeck,2021,ARI,LB,,,,,,,,24.0,,,,,
1913,Ezekiel Turner,2021,ARI,LB,,,,,,,,,,1.0,,,
1914,Isaiah Simmons,2021,ARI,LB,,,,,,,,,,2.0,,,
1915,Isaiah Simmons,2021,ARI,LB,,,,,,,,,1.0,,,,
1916,Isaiah Simmons,2021,ARI,LB,,,,,,,,61.0,,,,,
1917,Isaiah Simmons,2021,ARI,LB,,,,,,,2.0,,,,,,
1918,Isaiah Simmons,2021,ARI,LB,,,,,43.0,,,,,,,,
1919,Isaiah Simmons,2021,ARI,LB,,,31.0,,,,,,,,,,
1920,Isaiah Simmons,2021,ARI,LB,,68.0,,,,,,,,,,,
1921,Isaiah Simmons,2021,ARI,LB,99.0,,,,,,,,,,,,
1922,Zaven Collins,2021,ARI,LB,,,,,,,,,1.0,,,,
1923,Zaven Collins,2021,ARI,LB,,,,,,,,30.0,,,,,
1924,Zaven Collins,2021,ARI,LB,,,37.0,,,,,,,,,,
1925,Zaven Collins,2021,ARI,LB,,63.0,,,,,,,,,,,
1926,Zaven Collins,2021,ARI,LB,100.0,,,,,,,,,,,,
1927,Arnold Ebiketie,2021,ATL,LB,,,,,,,,,,2.0,,,
1928,DeAngelo Malone,2021,ATL,LB,,,,,,,,,0.0,,,,
1929,Lorenzo Carter,2021,ATL,LB,,,,,,,,,1.0,,,,
1930,Lorenzo Carter,2021,ATL,LB,,,,,,,,28.0,,,,,
1931,Mykal Walker,2021,ATL,LB,,,,,,,,33.0,,,,,
1932,Mykal Walker,2021,ATL,LB,,,,,,,2.0,,,,,,
1933,Mykal Walker,2021,ATL,LB,,,51.0,,,,,,,,,,
1934,Mykal Walker,2021,ATL,LB,107.0,,,,,,,,,,,,
1935,Rashaan Evans,2021,ATL,LB,,,,,,,,,,,2.0,,
1936,Rashaan Evans,2021,ATL,LB,,,73.0,,,,,,,,,,
1937,Rashaan Evans,2021,ATL,LB,,86.0,,,,,,,,,,,
1938,Rashaan Evans,2021,ATL,LB,159.0,,,,,,,,,,,,
1939,Josh Bynes,2021,BAL,LB,,,,,,,,,0.0,,,,
1940,Justin Houston,2021,BAL,LB,,,,,72.0,,,,,,,,
1941,Justin Houston,2021,BAL,LB,,,,10.5,,,,,,,,,
1942,Odafe Oweh,2021,BAL,LB,,,,,30.0,,,,,,,,
1943,Patrick Queen,2021,BAL,LB,,,,,,,,,,,2.0,,
1944,Patrick Queen,2021,BAL,LB,,,,5.0,,,,,,,,,
1945,Patrick Queen,2021,BAL,LB,,,40.0,,,,,,,,,,
1946,Patrick Queen,2021,BAL,LB,,83.0,,,,,,,,,,,
1947,Patrick Queen,2021,BAL,LB,123.0,,,,,,,,,,,,
1948,Roquan Smith,2021,BAL,LB,,,,,,,,41.0,,,,,
1949,Roquan Smith,2021,BAL,LB,,,,,,,3.0,,,,,,
1950,Roquan Smith,2021,BAL,LB,,,,4.5,,,,,,,,,
1951,Roquan Smith,2021,BAL,LB,,,71.0,,,,,,,,,,
1952,Roquan Smith,2021,BAL,LB,,106.0,,,,,,,,,,,
1953,Roquan Smith,2021,BAL,LB,177.0,,,,,,,,,,,,
1954,Matt Milano,2021,BUF,LB,,,,,,,,,,,2.0,,
1955,Matt Milano,2021,BUF,LB,,,,,,,,,1.0,,,,
1956,Matt Milano,2021,BUF,LB,,,,,,,,84.0,,,,,
1957,Matt Milano,2021,BUF,LB,,,,,,,3.0,,,,,,
1958,Matt Milano,2021,BUF,LB,,,,,,12.0,,,,,,,
1959,Matt Milano,2021,BUF,LB,,,,,30.0,,,,,,,,
1960,Matt Milano,2021,BUF,LB,,,,4.5,,,,,,,,,
1961,Matt Milano,2021,BUF,LB,,,32.0,,,,,,,,,,
1962,Matt Milano,2021,BUF,LB,,87.0,,,,,,,,,,,
1963,Matt Milano,2021,BUF,LB,119.0,,,,,,,,,,,,
1964,Tremaine Edmunds,2021,BUF,LB,,,,,,12.0,,,,,,,
1965,Tremaine Edmunds,2021,BUF,LB,,,40.0,,,,,,,,,,
1966,Tremaine Edmunds,2021,BUF,LB,,79.0,,,,,,,,,,,
1967,Tremaine Edmunds,2021,BUF,LB,119.0,,,,,,,,,,,,
1968,Von Miller,2021,BUF,LB,,,,,,,,,,1.0,,,
1969,Von Miller,2021,BUF,LB,,,,,54.0,,,,,,,,
1970,Von Miller,2021,BUF,LB,,,,8.0,,,,,,,,,
1971,Frankie Luvu,2021,CAR,LB,,,,,,,,,1.0,,,,
1972,Frankie Luvu,2021,CAR,LB,,,,,,,,33.0,,,,,
1973,Frankie Luvu,2021,CAR,LB,,,,,46.0,,,,,,,,
1974,Frankie Luvu,2021,CAR,LB,,,,7.0,,,,,,,,,
1975,Frankie Luvu,2021,CAR,LB,,,35.0,,,,,,,,,,
1976,Frankie Luvu,2021,CAR,LB,,76.0,,,,,,,,,,,
1977,Frankie Luvu,2021,CAR,LB,111.0,,,,,,,,,,,,
1978,Shaq Thompson,2021,CAR,LB,,,57.0,,,,,,,,,,
1979,Shaq Thompson,2021,CAR,LB,,78.0,,,,,,,,,,,
1980,Shaq Thompson,2021,CAR,LB,135.0,,,,,,,,,,,,
1981,Elijah Lee,2021,CHI,LB,,,,,,,,,,,,0.0,
1982,Nicholas Morrow,2021,CHI,LB,,,33.0,,,,,,,,,,
1983,Nicholas Morrow,2021,CHI,LB,,83.0,,,,,,,,,,,
1984,Nicholas Morrow,2021,CHI,LB,116.0,,,,,,,,,,,,
1985,Germaine Pratt,2021,CIN,LB,,,,,,13.0,,,,,,,
1986,Germaine Pratt,2021,CIN,LB,,,57.0,,,,,,,,,,
1987,Germaine Pratt,2021,CIN,LB,,62.0,,,,,,,,,,,
1988,Germaine Pratt,2021,CIN,LB,119.0,,,,,,,,,,,,
1989,Logan Wilson,2021,CIN,LB,,,,,,,,,,2.0,,,
1990,Logan Wilson,2021,CIN,LB,,,,,,,,41.0,,,,,
1991,Logan Wilson,2021,CIN,LB,,,48.0,,,,,,,,,,
1992,Logan Wilson,2021,CIN,LB,,98.0,,,,,,,,,,,
1993,Logan Wilson,2021,CIN,LB,146.0,,,,,,,,,,,,
1994,Jeremiah Owusu-Koramoah,2021,CLE,LB,,,,,,,,,,2.0,,,
1995,Sione Takitaki,2021,CLE,LB,,,35.0,,,,,,,,,,
1996,Tony Fields II,2021,CLE,LB,,,,,,,,,1.0,,,,
1997,Alex Singleton,2021,DEN,LB,,,60.0,,,,,,,,,,
1998,Alex Singleton,2021,DEN,LB,,92.0,,,,,,,,,,,
1999,Alex Singleton,2021,DEN,LB,152.0,,,,,,,,,,,,
2000,Baron Browning,2021,DEN,LB,,,,,33.0,,,,,,,,
2001,Baron Browning,2021,DEN,LB,,,,5.0,,,,,,,,,
2002,Jonathan Kongbo,2021,DEN,LB,,,,,,,,,,,,0.0,
2003,Josey Jewell,2021,DEN,LB,,,,,,,,,,,2.0,,
2004,Josey Jewell,2021,DEN,LB,,,,,,,,,,2.0,,,
2005,Josey Jewell,2021,DEN,LB,,,,,,,,21.0,,,,,
2006,Josey Jewell,2021,DEN,LB,,,,,,,2.0,,,,,,
2007,Josey Jewell,2021,DEN,LB,,,58.0,,,,,,,,,,
2008,Josey Jewell,2021,DEN,LB,,70.0,,,,,,,,,,,
2009,Josey Jewell,2021,DEN,LB,128.0,,,,,,,,,,,,
2010,Randy Gregory,2021,DEN,LB,,,,,,,,,,2.0,,,
2011,Alex Anzalone,2021,DET,LB,,,,,,,,,,1.0,,,
2012,Alex Anzalone,2021,DET,LB,,,48.0,,,,,,,,,,
2013,Alex Anzalone,2021,DET,LB,,77.0,,,,,,,,,,,
2014,Alex Anzalone,2021,DET,LB,125.0,,,,,,,,,,,,
2015,James Houston,2021,DET,LB,,,,,58.0,,,,,,,,
2016,James Houston,2021,DET,LB,,,,8.0,,,,,,,,,
2017,Malcolm Rodriguez,2021,DET,LB,,58.0,,,,,,,,,,,
2018,Malcolm Rodriguez,2021,DET,LB,83.0,,,,,,,,,,,,
2019,De'Vondre Campbell,2021,GB,LB,,,,,,,,,1.0,,,,
2020,De'Vondre Campbell,2021,GB,LB,,,,,,,,77.0,,,,,
2021,De'Vondre Campbell,2021,GB,LB,,,40.0,,,,,,,,,,
2022,De'Vondre Campbell,2021,GB,LB,,56.0,,,,,,,,,,,
2023,De'Vondre Campbell,2021,GB,LB,96.0,,,,,,,,,,,,
2024,Justin Hollins,2021,GB,LB,,,,,,,,,,1.0,,,
2025,Preston Smith,2021,GB,LB,,,,,64.0,,,,,,,,
2026,Preston Smith,2021,GB,LB,,,,8.5,,,,,,,,,
2027,Quay Walker,2021,GB,LB,,,,,,,,,,3.0,,,
2028,Quay Walker,2021,GB,LB,,,46.0,,,,,,,,,,
2029,Quay Walker,2021,GB,LB,,73.0,,,,,,,,,,,
2030,Quay Walker,2021,GB,LB,119.0,,,,,,,,,,,,
2031,Rashan Gary,2021,GB,LB,,,,,,,,,,1.0,,,
2032,Rashan Gary,2021,GB,LB,,,,,,,,,0.0,,,,
2033,Rashan Gary,2021,GB,LB,,,,,45.0,,,,,,,,
2034,Rashan Gary,2021,GB,LB,,,,6.0,,,,,,,,,
2035,Christian Harris,2021,HOU,LB,,,,,,,,,,1.0,,,
2036,Christian Harris,2021,HOU,LB,,,,,,,,20.0,,,,,
2037,Christian Kirksey,2021,HOU,LB,,,,,,,2.0,,,,,,
2038,Christian Kirksey,2021,HOU,LB,,,42.0,,,,,,,,,,
2039,Christian Kirksey,2021,HOU,LB,,82.0,,,,,,,,,,,
2040,Christian Kirksey,2021,HOU,LB,124.0,,,,,,,,,,,,
2041,Bobby Okereke,2021,IND,LB,,,,,,,,,,,2.0,,
2042,Bobby Okereke,2021,IND,LB,,,,,,,,,,2.0,,,
2043,Bobby Okereke,2021,IND,LB,,,52.0,,,,,,,,,,
2044,Bobby Okereke,2021,IND,LB,,97.0,,,,,,,,,,,
2045,Bobby Okereke,2021,IND,LB,149.0,,,,,,,,,,,,
2046,E.J. Speed,2021,IND,LB,,,,,,,,,,2.0,,,
2047,Zaire Franklin,2021,IND,LB,,,,,,,,,,3.0,,,
2048,Zaire Franklin,2021,IND,LB,,,64.0,,,,,,,,,,
2049,Zaire Franklin,2021,IND,LB,,102.0,,,,,,,,,,,
2050,Zaire Franklin,2021,IND,LB,166.0,,,,,,,,,,,,
2051,Devin Lloyd,2021,JAX,LB,,,,,,,,,,,2.0,,
2052,Devin Lloyd,2021,JAX,LB,,,,,,,,42.0,,,,,
2053,Devin Lloyd,2021,JAX,LB,,,,,,,3.0,,,,,,
2054,Devin Lloyd,2021,JAX,LB,,,,,,9.0,,,,,,,
2055,Devin Lloyd,2021,JAX,LB,,,62.0,,,,,,,,,,
2056,Devin Lloyd,2021,JAX,LB,,66.0,,,,,,,,,,,
2057,Devin Lloyd,2021,JAX,LB,128.0,,,,,,,,,,,,
2058,Foyesade Oluokun,2021,JAX,LB,,,,,,,,,,,2.0,,
2059,Foyesade Oluokun,2021,JAX,LB,,,,,,,,,,2.0,,,
2060,Foyesade Oluokun,2021,JAX,LB,,,71.0,,,,,,,,,,
2061,Foyesade Oluokun,2021,JAX,LB,,140.0,,,,,,,,,,,
2062,Foyesade Oluokun,2021,JAX,LB,211.0,,,,,,,,,,,,
2063,Josh Allen,2021,JAX,LB,,,,,,,,,,,,1.0,
2064,Josh Allen,2021,JAX,LB,,,,,,,,,,,2.0,,
2065,Josh Allen,2021,JAX,LB,,,,,,,,,,4.0,,,
2066,Josh Allen,2021,JAX,LB,,,,,46.0,,,,,,,,
2067,Josh Allen,2021,JAX,LB,,,,7.0,,,,,,,,,
2068,Nick Bolton,2021,KC,LB,,,,,,,,,,,,1.0,
2069,Nick Bolton,2021,KC,LB,,,,,,,,,,,2.0,,
2070,Nick Bolton,2021,KC,LB,,,80.0,,,,,,,,,,
2071,Nick Bolton,2021,KC,LB,,123.0,,,,,,,,,,,
2072,Nick Bolton,2021,KC,LB,203.0,,,,,,,,,,,,
2073,Willie Gay,2021,KC,LB,,,,,,,,,,,1.0,,
2074,Willie Gay,2021,KC,LB,,,,,,,,,1.0,,,,
2075,Willie Gay,2021,KC,LB,,,,,,,,47.0,,,,,
2076,Willie Gay,2021,KC,LB,,,,,,8.0,,,,,,,
2077,Willie Gay,2021,KC,LB,,,40.0,,,,,,,,,,
2078,Willie Gay,2021,KC,LB,,57.0,,,,,,,,,,,
2079,Willie Gay,2021,KC,LB,97.0,,,,,,,,,,,,
2080,Drue Tranquill,2021,LAC,LB,,,,,,,,35.0,,,,,
2081,Drue Tranquill,2021,LAC,LB,,,,,,,2.0,,,,,,
2082,Drue Tranquill,2021,LAC,LB,,,,5.0,,,,,,,,,
2083,Drue Tranquill,2021,LAC,LB,,,51.0,,,,,,,,,,
2084,Drue Tranquill,2021,LAC,LB,,98.0,,,,,,,,,,,
2085,Drue Tranquill,2021,LAC,LB,149.0,,,,,,,,,,,,
2086,Joey Bosa,2021,LAC,LB,,,,,,,,,,,,0.0,
2087,Kenneth Murray Jr.,2021,LAC,LB,,,32.0,,,,,,,,,,
2088,Kenneth Murray Jr.,2021,LAC,LB,84.0,,,,,,,,,,,,
2089,Khalil Mack,2021,LAC,LB,,,,,,,,,,,2.0,,
2090,Khalil Mack,2021,LAC,LB,,,,,,,,,,2.0,,,
2091,Khalil Mack,2021,LAC,LB,,,,,67.0,,,,,,,,
2092,Khalil Mack,2021,LAC,LB,,,,9.0,,,,,,,,,
2093,Kyle Van Noy,2021,LAC,LB,,,,,,,,,,,2.0,,
2094,Kyle Van Noy,2021,LAC,LB,,,,5.0,,,,,,,,,
2095,Bobby Wagner,2021,LAR,LB,,,,,,,2.0,,,,,,
2096,Bobby Wagner,2021,LAR,LB,,,,,32.0,,,,,,,,
2097,Bobby Wagner,2021,LAR,LB,,,,6.0,,,,,,,,,
2098,Bobby Wagner,2021,LAR,LB,,,59.0,,,,,,,,,,
2099,Bobby Wagner,2021,LAR,LB,,81.0,,,,,,,,,,,
2100,Bobby Wagner,2021,LAR,LB,140.0,,,,,,,,,,,,
2101,Ernest Jones,2021,LAR,LB,,,48.0,,,,,,,,,,
2102,Ernest Jones,2021,LAR,LB,,65.0,,,,,,,,,,,
2103,Ernest Jones,2021,LAR,LB,113.0,,,,,,,,,,,,
2104,Leonard Floyd,2021,LAR,LB,,,,,64.0,,,,,,,,
2105,Leonard Floyd,2021,LAR,LB,,,,9.0,,,,,,,,,
2106,Denzel Perryman,2021,LV,LB,,,,,,,,48.0,,,,,
2107,Denzel Perryman,2021,LV,LB,,,,,,,2.0,,,,,,
2108,Divine Deablo,2021,LV,LB,,,36.0,,,,,,,,,,
2109,Andrew Van Ginkel,2021,MIA,LB,,,,,,,,23.0,,,,,
2110,Bradley Chubb,2021,MIA,LB,,,,,,,,,,4.0,,,
2111,Bradley Chubb,2021,MIA,LB,,,,,72.0,,,,,,,,
2112,Bradley Chubb,2021,MIA,LB,,,,9.0,,,,,,,,,
2113,Duke Riley,2021,MIA,LB,,,,,,,,,,,,0.0,
2114,Duke Riley,2021,MIA,LB,,,,,,,,,,1.0,,,
2115,Elandon Roberts,2021,MIA,LB,,,,,43.0,,,,,,,,
2116,Elandon Roberts,2021,MIA,LB,,,,4.5,,,,,,,,,
2117,Elandon Roberts,2021,MIA,LB,,,40.0,,,,,,,,,,
2118,Elandon Roberts,2021,MIA,LB,,67.0,,,,,,,,,,,
2119,Elandon Roberts,2021,MIA,LB,107.0,,,,,,,,,,,,
2120,Jaelan Phillips,2021,MIA,LB,,,,,,,,,,,1.0,,
2121,Jaelan Phillips,2021,MIA,LB,,,,,38.0,,,,,,,,
2122,Jaelan Phillips,2021,MIA,LB,,,,7.5,,,,,,,,,
2123,Jerome Baker,2021,MIA,LB,,,,5.0,,,,,,,,,
2124,Jerome Baker,2021,MIA,LB,,,37.0,,,,,,,,,,
2125,Jerome Baker,2021,MIA,LB,,70.0,,,,,,,,,,,
2126,Jerome Baker,2021,MIA,LB,107.0,,,,,,,,,,,,
2127,Melvin Ingram III,2021,MIA,LB,,,,,,,,,,,,1.0,
2128,Melvin Ingram III,2021,MIA,LB,,,,,,,,,,,2.0,,
2129,Melvin Ingram III,2021,MIA,LB,,,,,49.0,,,,,,,,
2130,Melvin Ingram III,2021,MIA,LB,,,,6.0,,,,,,,,,
2131,Danielle Hunter,2021,MIN,LB,,,,,68.0,,,,,,,,
2132,Danielle Hunter,2021,MIN,LB,,,,11.5,,,,,,,,,
2133,Eric Kendricks,2021,MIN,LB,,,,,,,,,,,,1.0,
2134,Eric Kendricks,2021,MIN,LB,,,51.0,,,,,,,,,,
2135,Eric Kendricks,2021,MIN,LB,,92.0,,,,,,,,,,,
2136,Eric Kendricks,2021,MIN,LB,143.0,,,,,,,,,,,,
2137,Jordan Hicks,2021,MIN,LB,,,,,,10.0,,,,,,,
2138,Jordan Hicks,2021,MIN,LB,,,45.0,,,,,,,,,,
2139,Jordan Hicks,2021,MIN,LB,,92.0,,,,,,,,,,,
2140,Jordan Hicks,2021,MIN,LB,137.0,,,,,,,,,,,,
